Location,Timestamp,Irradiance (W/m2),System temperature (C),Nearest BOM station temperature (C),PV Yield (kWh)
Sutherland (NSW),2013-01-10 07:00:00 +1000,31.159,19.71,19.6,0.08
Sutherland (NSW),2013-01-10 08:00:00 +1000,57.333,20.204,20.4,0.22
Sutherland (NSW),2013-01-10 09:00:00 +1000,196.276,20.763,21.3,0.94
Sutherland (NSW),2013-01-10 10:00:00 +1000,569.954,22.245,21.9,1.61
Sutherland (NSW),2013-01-10 11:00:00 +1000,135.629,23.723,23.0,0.62
Sutherland (NSW),2013-01-10 12:00:00 +1000,233.763,22.806,23.4,1.34
Sutherland (NSW),2013-01-10 13:00:00 +1000,243.585,22.96,24.5,1.18
Sutherland (NSW),2013-01-10 14:00:00 +1000,185.345,23.217,24.3,0.9
Sutherland (NSW),2013-01-10 15:00:00 +1000,130.697,22.986,24.0,0.6
Sutherland (NSW),2013-01-10 16:00:00 +1000,117.331,22.902,24.6,0.68
Sutherland (NSW),2013-01-10 17:00:00 +1000,110.834,22.793,24.4,0.52
Sutherland (NSW),2013-01-10 18:00:00 +1000,68.07,22.397,24.0,0.45
Sutherland (NSW),2013-01-10 19:00:00 +1000,53.486,22.228,22.7,0.12
Sutherland (NSW),2013-01-10 20:00:00 +1000,0.0,21.513,22.1,0.01
Sutherland (NSW),2013-01-10 21:00:00 +1000,0.0,20.989,21.7,
Sutherland (NSW),2013-01-10 22:00:00 +1000,0.0,20.666,21.7,
Sutherland (NSW),2013-01-11 00:00:00 +1000,0.0,20.145,20.1,
Sutherland (NSW),2013-01-11 01:00:00 +1000,0.0,19.811,18.8,
Sutherland (NSW),2013-01-11 02:00:00 +1000,0.0,19.688,19.2,
Sutherland (NSW),2013-01-11 03:00:00 +1000,0.0,19.302,18.5,
Sutherland (NSW),2013-01-11 04:00:00 +1000,0.0,18.929,17.9,
Sutherland (NSW),2013-01-11 05:00:00 +1000,0.0,19.225,19.2,
Sutherland (NSW),2013-01-11 06:00:00 +1000,15.94,19.736,19.6,0.03
Sutherland (NSW),2013-01-11 07:00:00 +1000,89.689,20.322,20.5,0.39
Sutherland (NSW),2013-01-11 08:00:00 +1000,179.733,21.895,21.4,1.24
Sutherland (NSW),2013-01-11 09:00:00 +1000,604.344,24.531,24.0,3.0
Sutherland (NSW),2013-01-11 10:00:00 +1000,784.26,26.828,26.1,3.77
Sutherland (NSW),2013-01-11 11:00:00 +1000,778.073,28.692,27.7,3.7
